Instructions for case number 1:
1: Number 1 cannot be at (0,0); reason: discovered number 8 in its place; possiblities left: [8].
472: Number 9 cannot be at (7,5); reason: discovered the number 9 at the same column at position (8,5); possiblities left: [1].
473: Number 9 cannot be at (7,3); reason: discovered the number 9 at the same quadrant at position (8,5); possiblities left: [7].
474: Number 9 cannot be at (7,4); reason: discovered the number 9 at the same quadrant at position (8,5); possiblities left: [6].
475: Number 1 cannot be at (8,6); reason: discovered number 7 in its place; possiblities left: [7].
476: Number 2 cannot be at (8,6); reason: discovered number 7 in its place; possiblities left: [7].
477: Number 4 cannot be at (8,6); reason: discovered number 7 in its place; possiblities left: [7].
478: Number 6 cannot be at (8,6); reason: discovered number 7 in its place; possiblities left: [7].
479: Number 8 cannot be at (8,6); reason: discovered number 7 in its place; possiblities left: [7].
480: Number 7 cannot be at (8,0); reason: discovered the number 7 at the same row at position (8,6); possiblities left: [5].
481: Number 7 cannot be at (8,2); reason: discovered the number 7 at the same row at position (8,6); possiblities left: [1].
482: Number 7 cannot be at (8,3); reason: discovered the number 7 at the same row at position (8,6); possiblities left: [8].
483: Number 7 cannot be at (8,7); reason: discovered the number 7 at the same row at position (8,6); possiblities left: [6].
484: Number 7 cannot be at (8,8); reason: discovered the number 7 at the same row at position (8,6); possiblities left: [4].
485: Number 7 cannot be at (0,6); reason: discovered the number 7 at the same column at position (8,6); possiblities left: [6].
486: Number 7 cannot be at (1,6); reason: discovered the number 7 at the same column at position (8,6); possiblities left: [1].
487: Number 7 cannot be at (5,6); reason: discovered the number 7 at the same column at position (8,6); possiblities left: [4].
488: Number 7 cannot be at (6,6); reason: discovered the number 7 at the same column at position (8,6); possiblities left: [8].
489: Number 7 cannot be at (7,6); reason: discovered the number 7 at the same column at position (8,6); possiblities left: [2].
490: Number 7 cannot be at (6,7); reason: discovered the number 7 at the same quadrant at position (8,6); possiblities left: [1].
491: Number 7 cannot be at (7,8); reason: discovered the number 7 at the same quadrant at position (8,6); possiblities left: [5].
492: Number 3 cannot be at (6,5); reason: column 4 definitely has this number in this quadrant; possiblities left: [2].
493: Number 4 cannot be at (1,4); reason: discovered number 5 in its place; possiblities left: [5].
494: Number 6 cannot be at (1,4); reason: discovered number 5 in its place; possiblities left: [5].
495: Number 9 cannot be at (1,4); reason: discovered number 5 in its place; possiblities left: [5].
496: Number 4 cannot be at (4,5); reason: discovered number 3 in its place; possiblities left: [3].
497: Number 8 cannot be at (4,5); reason: discovered number 3 in its place; possiblities left: [3].
498: Number 2 cannot be at (3,2); reason: hidden combination along quadrant 0 of numbers [6 7] at indexes [2 6] found at cell; possiblities left: [6].
499: Number 8 cannot be at (3,2); reason: hidden combination along quadrant 0 of numbers [6 7] at indexes [2 6] found at cell; possiblities left: [6].
500: Number 9 cannot be at (3,2); reason: hidden combination along quadrant 0 of numbers [6 7] at indexes [2 6] found at cell; possiblities left: [6].
501: Number 5 cannot be at (5,0); reason: hidden combination along quadrant 0 of numbers [6 7] at indexes [2 6] found at cell; possiblities left: [7].
502: Number 9 cannot be at (5,0); reason: hidden combination along quadrant 0 of numbers [6 7 9] at indexes [2 6] found at cell; possiblities left: [7].
503: Discovered number 6 at position (3,2); reason: guess with reason: 2 possibilities at cell; discoveries: 26.
504: Number 7 cannot be at (3,2); reason: discovered number 6 in its place; possiblities left: [6].
505: Discovered number 7 at position (6,2); reason: it is the last possibility for the column; discoveries: 27.
506: Discovered number 7 at position (5,0); reason: it is the last possibility for the quadrant; discoveries: 28.
507: Number 6 cannot be at (3,3); reason: discovered the number 6 at the same row at position (3,2); possiblities left: [1].
508: Number 6 cannot be at (3,4); reason: discovered the number 6 at the same row at position (3,2); possiblities left: [8].
509: Number 6 cannot be at (1,2); reason: discovered the number 6 at the same column at position (3,2); possiblities left: [9].
510: Number 6 cannot be at (2,2); reason: discovered the number 6 at the same column at position (3,2); possiblities left: [2].
511: Number 6 cannot be at (5,0); reason: discovered the number 6 at the same quadrant at position (3,2); possiblities left: [7].
512: Number 7 cannot be at (5,8); reason: discovered the number 7 at the same row at position (5,0); possiblities left: [1].
513: Number 7 cannot be at (6,0); reason: discovered the number 7 at the same column at position (5,0); possiblities left: [3].
514: Number 7 cannot be at (7,0); reason: discovered the number 7 at the same column at position (5,0); possiblities left: [9].
515: Number 1 cannot be at (6,2); reason: discovered number 7 in its place; possiblities left: [7].
516: Number 2 cannot be at (6,2); reason: discovered number 7 in its place; possiblities left: [7].
517: Number 8 cannot be at (6,2); reason: discovered number 7 in its place; possiblities left: [7].
518: Number 7 cannot be at (6,5); reason: discovered the number 7 at the same row at position (6,2); possiblities left: [2].
519: Number 1 cannot be at (1,2); reason: failed guess with reason: 2 possibilities at cell; discoveries: 29; possiblities left: [9].
520: Discovered number 1 at position (8,2); reason: it is the last possibility for the column; discoveries: 29.
521: Discovered number 1 at position (0,0); reason: it is the last possibility for the quadrant; discoveries: 30.
522: Discovered number 9 at position (1,2); reason: it is the last possibility for the cell; discoveries: 31.
523: Number 2 cannot be at (0,0); reason: discovered number 1 in its place; possiblities left: [1].
524: Number 6 cannot be at (0,0); reason: discovered number 1 in its place; possiblities left: [1].
525: Discovered number 6 at position (2,0); reason: it is the last possibility for the column; discoveries: 32.
526: Number 9 cannot be at (0,0); reason: discovered number 1 in its place; possiblities left: [1].
527: Number 1 cannot be at (0,6); reason: discovered the number 1 at the same row at position (0,0); possiblities left: [6].
528: Number 1 cannot be at (0,7); reason: discovered the number 1 at the same row at position (0,0); possiblities left: [9].
529: Number 1 cannot be at (0,8); reason: discovered the number 1 at the same row at position (0,0); possiblities left: [8].
530: Number 1 cannot be at (6,0); reason: discovered the number 1 at the same column at position (0,0); possiblities left: [3].
531: Number 1 cannot be at (7,0); reason: discovered the number 1 at the same column at position (0,0); possiblities left: [9].
532: Number 1 cannot be at (8,0); reason: discovered the number 1 at the same column at position (0,0); possiblities left: [5].
533: Number 9 cannot be at (1,1); reason: discovered the number 9 at the same row at position (1,2); possiblities left: [3].
534: Number 9 cannot be at (1,3); reason: discovered the number 9 at the same row at position (1,2); possiblities left: [6].
535: Number 9 cannot be at (1,6); reason: discovered the number 9 at the same row at position (1,2); possiblities left: [1].
536: Number 9 cannot be at (2,2); reason: discovered the number 9 at the same column at position (1,2); possiblities left: [2].
537: Discovered number 2 at position (2,2); reason: it is the last possibility for the cell; discoveries: 33.
538: Number 9 cannot be at (4,2); reason: discovered the number 9 at the same column at position (1,2); possiblities left: [8].
539: Number 9 cannot be at (0,1); reason: discovered the number 9 at the same quadrant at position (1,2); possiblities left: [4].
540: Number 9 cannot be at (2,0); reason: discovered the number 9 at the same quadrant at position (1,2); possiblities left: [6].
541: Number 2 cannot be at (2,0); reason: discovered number 6 in its place; possiblities left: [6].
542: Number 3 cannot be at (2,0); reason: discovered number 6 in its place; possiblities left: [6].
543: Discovered number 3 at position (2,8); reason: it is the last possibility for the row; discoveries: 34.
544: Discovered number 3 at position (1,1); reason: it is the last possibility for the quadrant; discoveries: 35.
545: Number 6 cannot be at (2,3); reason: discovered the number 6 at the same row at position (2,0); possiblities left: [9].
546: Number 6 cannot be at (2,5); reason: discovered the number 6 at the same row at position (2,0); possiblities left: [8].
547: Number 6 cannot be at (2,7); reason: discovered the number 6 at the same row at position (2,0); possiblities left: [4].
548: Number 2 cannot be at (2,5); reason: discovered the number 2 at the same row at position (2,2); possiblities left: [8].
549: Number 2 cannot be at (4,2); reason: discovered the number 2 at the same column at position (2,2); possiblities left: [8].
550: Discovered number 8 at position (4,2); reason: it is the last possibility for the cell; discoveries: 36.
551: Number 2 cannot be at (8,2); reason: discovered the number 2 at the same column at position (2,2); possiblities left: [1].
552: Number 2 cannot be at (0,1); reason: discovered the number 2 at the same quadrant at position (2,2); possiblities left: [4].
553: Discovered number 4 at position (0,1); reason: it is the last possibility for the cell; discoveries: 37.
554: Number 4 cannot be at (2,8); reason: discovered number 3 in its place; possiblities left: [3].
555: Number 8 cannot be at (2,8); reason: discovered number 3 in its place; possiblities left: [3].
556: Number 3 cannot be at (1,8); reason: discovered the number 3 at the same column at position (2,8); possiblities left: [7].
557: Number 8 cannot be at (4,3); reason: discovered the number 8 at the same row at position (4,2); possiblities left: [4].
558: Number 8 cannot be at (8,2); reason: discovered the number 8 at the same column at position (4,2); possiblities left: [1].
559: Number 8 cannot be at (3,1); reason: discovered the number 8 at the same quadrant at position (4,2); possiblities left: [9].
560: Number 1 cannot be at (8,3); reason: discovered the number 1 at the same row at position (8,2); possiblities left: [8].
561: Number 1 cannot be at (8,7); reason: discovered the number 1 at the same row at position (8,2); possiblities left: [6].
562: Number 1 cannot be at (8,8); reason: discovered the number 1 at the same row at position (8,2); possiblities left: [4].
563: Number 3 cannot be at (8,1); reason: column 0 definitely has this number in this quadrant; possiblities left: [2].
564: Number 8 cannot be at (0,4); reason: row 2 definitely has this number in this quadrant; possiblities left: [2].
565: Number 8 cannot be at (0,5); reason: row 2 definitely has this number in this quadrant; possiblities left: [7].
566: Number 4 cannot be at (0,4); reason: discovered the number 4 at the same row at position (0,1); possiblities left: [2].
567: Number 4 cannot be at (0,5); reason: discovered the number 4 at the same row at position (0,1); possiblities left: [7].
568: Number 4 cannot be at (0,6); reason: discovered the number 4 at the same row at position (0,1); possiblities left: [6].
569: Number 4 cannot be at (0,7); reason: discovered the number 4 at the same row at position (0,1); possiblities left: [9].
570: Number 4 cannot be at (0,8); reason: discovered the number 4 at the same row at position (0,1); possiblities left: [8].
571: Number 4 cannot be at (1,1); reason: discovered the number 4 at the same column at position (0,1); possiblities left: [3].
572: Number 7 cannot be at (0,8); reason: failed guess with reason: 2 possibilities at cell; discoveries: 38; possiblities left: [8].
573: Discovered number 8 at position (0,8); reason: it is the last possibility for the cell; discoveries: 38.
574: Number 8 cannot be at (0,6); reason: discovered the number 8 at the same row at position (0,8); possiblities left: [6].
575: Number 8 cannot be at (7,8); reason: discovered the number 8 at the same column at position (0,8); possiblities left: [5].
576: Number 8 cannot be at (8,8); reason: discovered the number 8 at the same column at position (0,8); possiblities left: [4].
577: Discovered number 6 at position (0,6); reason: guess with reason: 2 possibilities at cell; discoveries: 39.
578: Number 9 cannot be at (0,6); reason: discovered number 6 in its place; possiblities left: [6].
579: Number 6 cannot be at (0,4); reason: discovered the number 6 at the same row at position (0,6); possiblities left: [2].
580: Number 6 cannot be at (0,5); reason: discovered the number 6 at the same row at position (0,6); possiblities left: [7].
581: Number 6 cannot be at (0,7); reason: discovered the number 6 at the same row at position (0,6); possiblities left: [9].
582: Discovered number 6 at position (8,7); reason: it is the last possibility for the column; discoveries: 40.
583: Number 6 cannot be at (1,6); reason: discovered the number 6 at the same column at position (0,6); possiblities left: [1].
584: Number 6 cannot be at (7,6); reason: discovered the number 6 at the same column at position (0,6); possiblities left: [2].
585: Number 4 cannot be at (8,7); reason: discovered number 6 in its place; possiblities left: [6].
586: Number 5 cannot be at (8,7); reason: discovered number 6 in its place; possiblities left: [6].
587: Discovered number 5 at position (4,7); reason: it is the last possibility for the column; discoveries: 41.
588: Number 6 cannot be at (8,3); reason: discovered the number 6 at the same row at position (8,7); possiblities left: [8].
589: Number 6 cannot be at (8,4); reason: discovered the number 6 at the same row at position (8,7); possiblities left: [3].
590: Number 9 cannot be at (3,7); reason: column 6 definitely has this number in this quadrant; possiblities left: [7].
591: Number 9 cannot be at (4,7); reason: column 6 definitely has this number in this quadrant; possiblities left: [5].
592: Number 5 cannot be at (5,8); reason: column 7 definitely has this number in this quadrant; possiblities left: [1].
593: Discovered number 5 at position (5,1); reason: it is the last possibility for the row; discoveries: 42.
594: Number 4 cannot be at (4,7); reason: discovered number 5 in its place; possiblities left: [5].
595: Number 5 cannot be at (4,0); reason: discovered the number 5 at the same row at position (4,7); possiblities left: [2].
596: Number 9 cannot be at (5,1); reason: discovered number 5 in its place; possiblities left: [5].
597: Number 5 cannot be at (7,1); reason: discovered the number 5 at the same column at position (5,1); possiblities left: [8].
598: Number 5 cannot be at (8,1); reason: discovered the number 5 at the same column at position (5,1); possiblities left: [2].
599: Number 4 cannot be at (1,3); reason: hidden combination along column 3 of numbers [6 7] at indexes [1 7] found at cell; possiblities left: [6].
600: Number 1 cannot be at (7,3); reason: hidden combination along column 3 of numbers [6 7] at indexes [1 7] found at cell; possiblities left: [7].
601: Discovered number 1 at position (3,3); reason: it is the last possibility for the column; discoveries: 43.
602: Number 8 cannot be at (7,3); reason: hidden combination along column 3 of numbers [6 7] at indexes [1 7] found at cell; possiblities left: [7].
603: Number 8 cannot be at (3,3); reason: discovered number 1 in its place; possiblities left: [1].
604: Discovered number 8 at position (3,4); reason: it is the last possibility for the row; discoveries: 44.
605: Number 9 cannot be at (3,3); reason: discovered number 1 in its place; possiblities left: [1].
606: Number 1 cannot be at (3,7); reason: discovered the number 1 at the same row at position (3,3); possiblities left: [7].
607: Discovered number 1 at position (6,7); reason: it is the last possibility for the column; discoveries: 45.
608: Discovered number 7 at position (3,7); reason: it is the last possibility for the cell; discoveries: 46.
609: Number 1 cannot be at (3,8); reason: discovered the number 1 at the same row at position (3,3); possiblities left: [2].
610: Number 1 cannot be at (5,5); reason: discovered the number 1 at the same quadrant at position (3,3); possiblities left: [6].
611: Number 9 cannot be at (3,4); reason: discovered number 8 in its place; possiblities left: [8].
612: Discovered number 9 at position (3,1); reason: it is the last possibility for the row; discoveries: 47.
613: Number 8 cannot be at (6,4); reason: discovered the number 8 at the same column at position (3,4); possiblities left: [4].
614: Number 8 cannot be at (7,4); reason: discovered the number 8 at the same column at position (3,4); possiblities left: [6].
615: Number 8 cannot be at (8,4); reason: discovered the number 8 at the same column at position (3,4); possiblities left: [3].
616: Number 7 cannot be at (3,8); reason: discovered the number 7 at the same row at position (3,7); possiblities left: [2].
617: Discovered number 7 at position (1,8); reason: it is the last possibility for the column; discoveries: 48.
618: Discovered number 2 at position (3,8); reason: it is the last possibility for the cell; discoveries: 49.
619: Number 7 cannot be at (0,7); reason: discovered the number 7 at the same column at position (3,7); possiblities left: [9].
620: Discovered number 7 at position (0,5); reason: it is the last possibility for the row; discoveries: 50.
621: Discovered number 9 at position (0,7); reason: it is the last possibility for the cell; discoveries: 51.
622: Number 2 cannot be at (3,1); reason: discovered the number 2 at the same row at position (3,8); possiblities left: [9].
623: Discovered number 2 at position (4,0); reason: it is the last possibility for the quadrant; discoveries: 52.
624: Number 2 cannot be at (7,8); reason: discovered the number 2 at the same column at position (3,8); possiblities left: [5].
625: Number 2 cannot be at (8,8); reason: discovered the number 2 at the same column at position (3,8); possiblities left: [4].
626: Number 2 cannot be at (4,6); reason: discovered the number 2 at the same quadrant at position (3,8); possiblities left: [9].
627: Number 9 cannot be at (4,0); reason: discovered number 2 in its place; possiblities left: [2].
628: Discovered number 9 at position (7,0); reason: it is the last possibility for the column; discoveries: 53.
629: Number 2 cannot be at (6,0); reason: discovered the number 2 at the same column at position (4,0); possiblities left: [3].
630: Discovered number 3 at position (6,0); reason: it is the last possibility for the cell; discoveries: 54.
631: Number 2 cannot be at (7,0); reason: discovered the number 2 at the same column at position (4,0); possiblities left: [9].
632: Number 2 cannot be at (8,0); reason: discovered the number 2 at the same column at position (4,0); possiblities left: [5].
633: Number 3 cannot be at (6,4); reason: discovered the number 3 at the same row at position (6,0); possiblities left: [4].
634: Discovered number 3 at position (8,4); reason: it is the last possibility for the column; discoveries: 55.
635: Number 3 cannot be at (8,0); reason: discovered the number 3 at the same column at position (6,0); possiblities left: [5].
636: Discovered number 5 at position (8,0); reason: it is the last possibility for the cell; discoveries: 56.
637: Number 4 cannot be at (6,7); reason: discovered number 1 in its place; possiblities left: [1].
638: Discovered number 4 at position (2,7); reason: it is the last possibility for the column; discoveries: 57.
639: Number 1 cannot be at (6,5); reason: discovered the number 1 at the same row at position (6,7); possiblities left: [2].
640: Discovered number 1 at position (7,5); reason: it is the last possibility for the column; discoveries: 58.
641: Number 1 cannot be at (6,6); reason: discovered the number 1 at the same row at position (6,7); possiblities left: [8].
642: Number 1 cannot be at (7,6); reason: discovered the number 1 at the same quadrant at position (6,7); possiblities left: [2].
643: Number 1 cannot be at (7,8); reason: discovered the number 1 at the same quadrant at position (6,7); possiblities left: [5].
644: Discovered number 5 at position (7,8); reason: it is the last possibility for the cell; discoveries: 59.
645: Number 5 cannot be at (7,0); reason: discovered number 9 in its place; possiblities left: [9].
646: Number 9 cannot be at (7,1); reason: discovered the number 9 at the same row at position (7,0); possiblities left: [8].
647: Number 2 cannot be at (7,5); reason: discovered number 1 in its place; possiblities left: [1].
648: Number 6 cannot be at (7,5); reason: discovered number 1 in its place; possiblities left: [1].
649: Number 7 cannot be at (7,5); reason: discovered number 1 in its place; possiblities left: [1].
650: Discovered number 7 at position (7,3); reason: it is the last possibility for the row; discoveries: 60.
651: Number 8 cannot be at (7,5); reason: discovered number 1 in its place; possiblities left: [1].
652: Number 5 cannot be at (8,8); reason: discovered the number 5 at the same column at position (7,8); possiblities left: [4].
653: Discovered number 4 at position (8,8); reason: it is the last possibility for the cell; discoveries: 61.
654: Number 2 cannot be at (8,4); reason: discovered number 3 in its place; possiblities left: [3].
655: Discovered number 2 at position (8,1); reason: it is the last possibility for the row; discoveries: 62.
656: Number 4 cannot be at (8,4); reason: discovered number 3 in its place; possiblities left: [3].
657: Number 4 cannot be at (8,3); reason: discovered the number 4 at the same row at position (8,8); possiblities left: [8].
658: Discovered number 8 at position (8,3); reason: it is the last possibility for the cell; discoveries: 63.
659: Number 4 cannot be at (1,8); reason: discovered the number 4 at the same column at position (8,8); possiblities left: [7].
660: Number 4 cannot be at (5,8); reason: discovered the number 4 at the same column at position (8,8); possiblities left: [1].
661: Discovered number 1 at position (5,8); reason: it is the last possibility for the cell; discoveries: 64.
662: Number 4 cannot be at (6,6); reason: discovered the number 4 at the same quadrant at position (8,8); possiblities left: [8].
663: Number 7 cannot be at (1,3); reason: row 0 definitely has this number in this quadrant; possiblities left: [6].
664: Discovered number 6 at position (1,3); reason: it is the last possibility for the cell; discoveries: 65.
665: Number 7 cannot be at (1,5); reason: row 0 definitely has this number in this quadrant; possiblities left: [4].
666: Number 4 cannot be at (1,6); reason: column 7 definitely has this number in this quadrant; possiblities left: [1].
667: Discovered number 4 at position (1,5); reason: it is the last possibility for the row; discoveries: 66.
668: Discovered number 1 at position (1,6); reason: it is the last possibility for the cell; discoveries: 67.
669: Number 2 cannot be at (7,1); reason: row 8 definitely has this number in this quadrant; possiblities left: [8].
670: Discovered number 8 at position (7,1); reason: it is the last possibility for the cell; discoveries: 68.
671: Number 2 cannot be at (0,5); reason: discovered number 7 in its place; possiblities left: [7].
672: Discovered number 2 at position (0,4); reason: it is the last possibility for the row; discoveries: 69.
673: Discovered number 2 at position (6,5); reason: it is the last possibility for the column; discoveries: 70.
674: Number 9 cannot be at (0,4); reason: discovered the number 9 at the same row at position (0,7); possiblities left: [2].
675: Discovered number 9 at position (5,4); reason: it is the last possibility for the column; discoveries: 71.
676: Discovered number 9 at position (2,3); reason: it is the last possibility for the quadrant; discoveries: 72.
677: Number 9 cannot be at (2,7); reason: discovered the number 9 at the same column at position (0,7); possiblities left: [4].
678: Number 6 cannot be at (1,5); reason: discovered the number 6 at the same row at position (1,3); possiblities left: [4].
679: Discovered number 6 at position (5,5); reason: it is the last possibility for the column; discoveries: 73.
680: Number 6 cannot be at (7,3); reason: discovered the number 6 at the same column at position (1,3); possiblities left: [7].
681: Discovered number 6 at position (7,4); reason: it is the last possibility for the row; discoveries: 74.
682: Number 4 cannot be at (2,5); reason: discovered the number 4 at the same column at position (1,5); possiblities left: [8].
683: Discovered number 8 at position (2,5); reason: it is the last possibility for the cell; discoveries: 75.
684: Number 4 cannot be at (5,5); reason: discovered the number 4 at the same column at position (1,5); possiblities left: [6].
685: Number 4 cannot be at (6,5); reason: discovered the number 4 at the same column at position (1,5); possiblities left: [2].
686: Discovered number 4 at position (6,4); reason: it is the last possibility for the row; discoveries: 76.
687: Number 4 cannot be at (2,3); reason: discovered the number 4 at the same quadrant at position (1,5); possiblities left: [9].
688: Discovered number 4 at position (4,3); reason: it is the last possibility for the column; discoveries: 77.
689: Number 1 cannot be at (1,8); reason: discovered the number 1 at the same row at position (1,6); possiblities left: [7].
690: Number 1 cannot be at (5,6); reason: discovered the number 1 at the same column at position (1,6); possiblities left: [4].
691: Number 8 cannot be at (2,3); reason: discovered number 9 in its place; possiblities left: [9].
692: Number 9 cannot be at (4,3); reason: discovered the number 9 at the same column at position (2,3); possiblities left: [4].
693: Discovered number 9 at position (4,6); reason: it is the last possibility for the row; discoveries: 78.
694: Number 8 cannot be at (6,5); reason: discovered the number 8 at the same column at position (2,5); possiblities left: [2].
695: Discovered number 8 at position (6,6); reason: it is the last possibility for the row; discoveries: 79.
696: Number 4 cannot be at (4,6); reason: discovered the number 4 at the same row at position (4,3); possiblities left: [9].
697: Discovered number 4 at position (5,6); reason: it is the last possibility for the column; discoveries: 80.
698: Number 4 cannot be at (5,4); reason: discovered the number 4 at the same quadrant at position (4,3); possiblities left: [9].
699: Number 9 cannot be at (5,6); reason: discovered the number 9 at the same column at position (4,6); possiblities left: [4].
700: Number 6 cannot be at (5,4); reason: discovered number 9 in its place; possiblities left: [9].
701: Number 2 cannot be at (6,4); reason: discovered number 4 in its place; possiblities left: [4].
702: Number 2 cannot be at (6,6); reason: discovered the number 2 at the same row at position (6,5); possiblities left: [8].
703: Discovered number 2 at position (7,6); reason: it is the last possibility for the column; discoveries: 81.
704: Number 2 cannot be at (7,4); reason: discovered the number 2 at the same quadrant at position (6,5); possiblities left: [6].
705: Number 8 cannot be at (7,6); reason: discovered the number 8 at the same column at position (6,6); possiblities left: [2].
706: Number 8 cannot be at (8,1); reason: discovered the number 8 at the same column at position (7,1); possiblities left: [2].
3 3
1 4 5 3 2 7 6 9 8
8 3 9 6 5 4 1 2 7
6 7 2 9 1 8 5 4 3
4 9 6 1 8 5 3 7 2
2 1 8 4 7 3 9 5 6
7 5 3 2 9 6 4 8 1
3 6 7 5 4 2 8 1 9
9 8 4 7 6 1 2 3 5
5 2 1 8 3 9 7 6 4
